CO_TAZID,SUBAREAID,CO_FIPS,CO_NAME,MedInc
350109.0,1.0,35.0,SALT LAKE,94658.0
350110.0,1.0,35.0,SALT LAKE,94658.0
350111.0,1.0,35.0,SALT LAKE,55822.0
350112.0,1.0,35.0,SALT LAKE,35425.0
350113.0,1.0,35.0,SALT LAKE,35425.0
350114.0,1.0,35.0,SALT LAKE,40833.0
350115.0,1.0,35.0,SALT LAKE,40833.0
350116.0,1.0,35.0,SALT LAKE,40833.0
350117.0,1.0,35.0,SALT LAKE,40833.0
350118.0,1.0,35.0,SALT LAKE,55608.0
350119.0,1.0,35.0,SALT LAKE,44244.0
350120.0,1.0,35.0,SALT LAKE,55608.0
350121.0,1.0,35.0,SALT LAKE,44244.0
350122.0,1.0,35.0,SALT LAKE,44244.0
350123.0,1.0,35.0,SALT LAKE,44244.0
350124.0,1.0,35.0,SALT LAKE,44244.0
350125.0,1.0,35.0,SALT LAKE,44244.0
350126.0,1.0,35.0,SALT LAKE,44244.0
350127.0,1.0,35.0,SALT LAKE,44244.0
350128.0,1.0,35.0,SALT LAKE,44623.0
350129.0,1.0,35.0,SALT LAKE,97128.0
350130.0,1.0,35.0,SALT LAKE,63750.0
350131.0,1.0,35.0,SALT LAKE,97128.0
350132.0,1.0,35.0,SALT LAKE,97128.0
350133.0,1.0,35.0,SALT LAKE,58564.0
350134.0,1.0,35.0,SALT LAKE,53423.0
350135.0,1.0,35.0,SALT LAKE,68750.0
350136.0,1.0,35.0,SALT LAKE,68750.0
350137.0,1.0,35.0,SALT LAKE,42500.0
350138.0,1.0,35.0,SALT LAKE,50556.0
350139.0,1.0,35.0,SALT LAKE,67321.0
350140.0,1.0,35.0,SALT LAKE,66421.0
350141.0,1.0,35.0,SALT LAKE,48665.0
350142.0,1.0,35.0,SALT LAKE,110855.0
350143.0,1.0,35.0,SALT LAKE,38708.0
350144.0,1.0,35.0,SALT LAKE,67500.0
350145.0,1.0,35.0,SALT LAKE,25694.0
350146.0,1.0,35.0,SALT LAKE,168889.0
350147.0,1.0,35.0,SALT LAKE,12500.0
350148.0,1.0,35.0,SALT LAKE,47188.0
350149.0,1.0,35.0,SALT LAKE,47188.0
350150.0,1.0,35.0,SALT LAKE,47188.0
350151.0,1.0,35.0,SALT LAKE,88403.0
350152.0,1.0,35.0,SALT LAKE,88403.0
350153.0,1.0,35.0,SALT LAKE,88403.0
350154.0,1.0,35.0,SALT LAKE,88403.0
350155.0,1.0,35.0,SALT LAKE,40431.0
350156.0,1.0,35.0,SALT LAKE,49589.0
350157.0,1.0,35.0,SALT LAKE,44428.0
350158.0,1.0,35.0,SALT LAKE,64310.0
350159.0,1.0,35.0,SALT LAKE,90000.0
350160.0,1.0,35.0,SALT LAKE,80513.0
350161.0,1.0,35.0,SALT LAKE,80513.0
350162.0,1.0,35.0,SALT LAKE,44244.0
350163.0,1.0,35.0,SALT LAKE,80513.0
350164.0,1.0,35.0,SALT LAKE,80513.0
350165.0,1.0,35.0,SALT LAKE,44244.0
350166.0,1.0,35.0,SALT LAKE,73836.0
350167.0,1.0,35.0,SALT LAKE,73836.0
350168.0,1.0,35.0,SALT LAKE,44244.0
350169.0,1.0,35.0,SALT LAKE,73836.0
350170.0,1.0,35.0,SALT LAKE,73836.0
350171.0,1.0,35.0,SALT LAKE,86867.0
350172.0,1.0,35.0,SALT LAKE,86867.0
350173.0,1.0,35.0,SALT LAKE,97128.0
350174.0,1.0,35.0,SALT LAKE,86867.0
350175.0,1.0,35.0,SALT LAKE,86867.0
350176.0,1.0,35.0,SALT LAKE,97128.0
350177.0,1.0,35.0,SALT LAKE,86867.0
350178.0,1.0,35.0,SALT LAKE,86867.0
350179.0,1.0,35.0,SALT LAKE,97128.0
350180.0,1.0,35.0,SALT LAKE,53833.0
350181.0,1.0,35.0,SALT LAKE,53833.0
350182.0,1.0,35.0,SALT LAKE,68750.0
350183.0,1.0,35.0,SALT LAKE,53833.0
350184.0,1.0,35.0,SALT LAKE,53833.0
350185.0,1.0,35.0,SALT LAKE,68750.0
350186.0,1.0,35.0,SALT LAKE,42016.0
350187.0,1.0,35.0,SALT LAKE,48269.0
350188.0,1.0,35.0,SALT LAKE,42500.0
350189.0,1.0,35.0,SALT LAKE,42671.0
350190.0,1.0,35.0,SALT LAKE,48269.0
350191.0,1.0,35.0,SALT LAKE,67321.0
350192.0,1.0,35.0,SALT LAKE,68586.0
350193.0,1.0,35.0,SALT LAKE,34243.0
350194.0,1.0,35.0,SALT LAKE,48758.0
350195.0,1.0,35.0,SALT LAKE,48056.0
350196.0,1.0,35.0,SALT LAKE,65139.0
350197.0,1.0,35.0,SALT LAKE,53295.0
350198.0,1.0,35.0,SALT LAKE,47188.0
350199.0,1.0,35.0,SALT LAKE,88403.0
350200.0,1.0,35.0,SALT LAKE,88403.0
350201.0,1.0,35.0,SALT LAKE,88403.0
350202.0,1.0,35.0,SALT LAKE,88403.0
350203.0,1.0,35.0,SALT LAKE,44331.0
350204.0,1.0,35.0,SALT LAKE,80263.0
350205.0,1.0,35.0,SALT LAKE,69226.0
350206.0,1.0,35.0,SALT LAKE,58357.0
350207.0,1.0,35.0,SALT LAKE,58357.0
350208.0,1.0,35.0,SALT LAKE,67120.0
350209.0,1.0,35.0,SALT LAKE,43598.0
350210.0,1.0,35.0,SALT LAKE,43598.0
350211.0,1.0,35.0,SALT LAKE,43598.0
350212.0,1.0,35.0,SALT LAKE,43598.0
350213.0,1.0,35.0,SALT LAKE,43598.0
350214.0,1.0,35.0,SALT LAKE,43598.0
350215.0,1.0,35.0,SALT LAKE,43598.0
350216.0,1.0,35.0,SALT LAKE,43598.0
350217.0,1.0,35.0,SALT LAKE,43598.0
350218.0,1.0,35.0,SALT LAKE,43598.0
350219.0,1.0,35.0,SALT LAKE,43598.0
350220.0,1.0,35.0,SALT LAKE,43598.0
350221.0,1.0,35.0,SALT LAKE,43598.0
350222.0,1.0,35.0,SALT LAKE,43598.0
350223.0,1.0,35.0,SALT LAKE,43598.0
350224.0,1.0,35.0,SALT LAKE,43598.0
350225.0,1.0,35.0,SALT LAKE,43598.0
350226.0,1.0,35.0,SALT LAKE,43598.0
350227.0,1.0,35.0,SALT LAKE,43598.0
350228.0,1.0,35.0,SALT LAKE,43598.0
350229.0,1.0,35.0,SALT LAKE,43598.0
350230.0,1.0,35.0,SALT LAKE,86867.0
350231.0,1.0,35.0,SALT LAKE,43598.0
350232.0,1.0,35.0,SALT LAKE,43598.0
350233.0,1.0,35.0,SALT LAKE,43598.0
350234.0,1.0,35.0,SALT LAKE,86867.0
350235.0,1.0,35.0,SALT LAKE,47563.0
350236.0,1.0,35.0,SALT LAKE,47563.0
350237.0,1.0,35.0,SALT LAKE,47563.0
350238.0,1.0,35.0,SALT LAKE,86867.0
350239.0,1.0,35.0,SALT LAKE,39775.0
350240.0,1.0,35.0,SALT LAKE,47563.0
350241.0,1.0,35.0,SALT LAKE,24877.0
350242.0,1.0,35.0,SALT LAKE,24877.0
350243.0,1.0,35.0,SALT LAKE,34886.0
350244.0,1.0,35.0,SALT LAKE,34886.0
350245.0,1.0,35.0,SALT LAKE,24877.0
350246.0,1.0,35.0,SALT LAKE,24877.0
350247.0,1.0,35.0,SALT LAKE,53059.0
350248.0,1.0,35.0,SALT LAKE,51771.0
350249.0,1.0,35.0,SALT LAKE,51771.0
350250.0,1.0,35.0,SALT LAKE,51771.0
350251.0,1.0,35.0,SALT LAKE,58273.0
350252.0,1.0,35.0,SALT LAKE,51771.0
350253.0,1.0,35.0,SALT LAKE,51771.0
350254.0,1.0,35.0,SALT LAKE,84000.0
350255.0,1.0,35.0,SALT LAKE,51154.0
350256.0,1.0,35.0,SALT LAKE,51154.0
350257.0,1.0,35.0,SALT LAKE,115770.0
350258.0,1.0,35.0,SALT LAKE,46284.0
350259.0,1.0,35.0,SALT LAKE,52816.0
350260.0,1.0,35.0,SALT LAKE,67083.0
350261.0,1.0,35.0,SALT LAKE,38089.0
350262.0,1.0,35.0,SALT LAKE,46250.0
350263.0,1.0,35.0,SALT LAKE,46250.0
350264.0,1.0,35.0,SALT LAKE,95514.0
350265.0,1.0,35.0,SALT LAKE,47188.0
350267.0,1.0,35.0,SALT LAKE,88403.0
350268.0,1.0,35.0,SALT LAKE,88403.0
350269.0,1.0,35.0,SALT LAKE,88403.0
350270.0,1.0,35.0,SALT LAKE,88403.0
350271.0,1.0,35.0,SALT LAKE,88403.0
350272.0,1.0,35.0,SALT LAKE,88403.0
350273.0,1.0,35.0,SALT LAKE,64000.0
350274.0,1.0,35.0,SALT LAKE,56879.0
350275.0,1.0,35.0,SALT LAKE,76105.0
350276.0,1.0,35.0,SALT LAKE,78933.0
350277.0,1.0,35.0,SALT LAKE,63177.0
350278.0,1.0,35.0,SALT LAKE,88779.0
350279.0,1.0,35.0,SALT LAKE,58357.0
350280.0,1.0,35.0,SALT LAKE,88779.0
350281.0,1.0,35.0,SALT LAKE,65490.0
350282.0,1.0,35.0,SALT LAKE,88779.0
350283.0,1.0,35.0,SALT LAKE,65490.0
350284.0,1.0,35.0,SALT LAKE,65490.0
350285.0,1.0,35.0,SALT LAKE,65490.0
350286.0,1.0,35.0,SALT LAKE,65490.0
350287.0,1.0,35.0,SALT LAKE,65490.0
350288.0,1.0,35.0,SALT LAKE,65490.0
350289.0,1.0,35.0,SALT LAKE,118388.0
350290.0,1.0,35.0,SALT LAKE,79665.0
350291.0,1.0,35.0,SALT LAKE,79665.0
350292.0,1.0,35.0,SALT LAKE,87743.0
350293.0,1.0,35.0,SALT LAKE,94438.0
350294.0,1.0,35.0,SALT LAKE,140469.0
350295.0,1.0,35.0,SALT LAKE,188929.0
350296.0,1.0,35.0,SALT LAKE,141454.0
350297.0,1.0,35.0,SALT LAKE,141454.0
350298.0,1.0,35.0,SALT LAKE,176389.0
350299.0,1.0,35.0,SALT LAKE,67039.0
350300.0,1.0,35.0,SALT LAKE,300000.0
350301.0,1.0,35.0,SALT LAKE,166639.0
350302.0,1.0,35.0,SALT LAKE,47188.0
350303.0,1.0,35.0,SALT LAKE,47188.0
350304.0,1.0,35.0,SALT LAKE,47188.0
350306.0,1.0,35.0,SALT LAKE,88403.0
350307.0,1.0,35.0,SALT LAKE,88403.0
350308.0,1.0,35.0,SALT LAKE,88403.0
350309.0,1.0,35.0,SALT LAKE,88403.0
350310.0,1.0,35.0,SALT LAKE,88403.0
350311.0,1.0,35.0,SALT LAKE,88403.0
350312.0,1.0,35.0,SALT LAKE,78068.0
350313.0,1.0,35.0,SALT LAKE,79598.0
350314.0,1.0,35.0,SALT LAKE,81894.0
350315.0,1.0,35.0,SALT LAKE,60038.0
350317.0,1.0,35.0,SALT LAKE,52386.0
350318.0,1.0,35.0,SALT LAKE,88779.0
350319.0,1.0,35.0,SALT LAKE,52386.0
350320.0,1.0,35.0,SALT LAKE,52386.0
350321.0,1.0,35.0,SALT LAKE,45882.0
350322.0,1.0,35.0,SALT LAKE,45882.0
350323.0,1.0,35.0,SALT LAKE,45882.0
350324.0,1.0,35.0,SALT LAKE,45882.0
350325.0,1.0,35.0,SALT LAKE,45882.0
350326.0,1.0,35.0,SALT LAKE,86000.0
350327.0,1.0,35.0,SALT LAKE,87589.0
350328.0,1.0,35.0,SALT LAKE,100203.0
350329.0,1.0,35.0,SALT LAKE,105625.0
350330.0,1.0,35.0,SALT LAKE,79583.0
350331.0,1.0,35.0,SALT LAKE,63851.0
350332.0,1.0,35.0,SALT LAKE,140469.0
350333.0,1.0,35.0,SALT LAKE,135238.0
350334.0,1.0,35.0,SALT LAKE,188929.0
350335.0,1.0,35.0,SALT LAKE,83781.0
350336.0,1.0,35.0,SALT LAKE,116250.0
350337.0,1.0,35.0,SALT LAKE,221932.0
350338.0,1.0,35.0,SALT LAKE,95795.0
350339.0,1.0,35.0,SALT LAKE,195024.0
350340.0,1.0,35.0,SALT LAKE,156211.0
350341.0,1.0,35.0,SALT LAKE,88403.0
350342.0,1.0,35.0,SALT LAKE,88403.0
350343.0,1.0,35.0,SALT LAKE,78068.0
350344.0,1.0,35.0,SALT LAKE,52386.0
350345.0,1.0,35.0,SALT LAKE,52386.0
350346.0,1.0,35.0,SALT LAKE,52386.0
350347.0,1.0,35.0,SALT LAKE,52386.0
350348.0,1.0,35.0,SALT LAKE,48139.0
350349.0,1.0,35.0,SALT LAKE,48139.0
350350.0,1.0,35.0,SALT LAKE,48139.0
350351.0,1.0,35.0,SALT LAKE,48139.0
350352.0,1.0,35.0,SALT LAKE,48139.0
350353.0,1.0,35.0,SALT LAKE,16464.0
350354.0,1.0,35.0,SALT LAKE,75603.0
350355.0,1.0,35.0,SALT LAKE,82652.0
350356.0,1.0,35.0,SALT LAKE,100817.0
350357.0,1.0,35.0,SALT LAKE,71763.0
350358.0,1.0,35.0,SALT LAKE,72461.0
350359.0,1.0,35.0,SALT LAKE,90208.0
350360.0,1.0,35.0,SALT LAKE,112792.0
350361.0,1.0,35.0,SALT LAKE,106250.0
350362.0,1.0,35.0,SALT LAKE,91912.0
350363.0,1.0,35.0,SALT LAKE,121957.0
350364.0,1.0,35.0,SALT LAKE,93372.0
350365.0,1.0,35.0,SALT LAKE,174263.0
350366.0,1.0,35.0,SALT LAKE,99598.0
350367.0,1.0,35.0,SALT LAKE,90179.0
350368.0,1.0,35.0,SALT LAKE,90179.0
350369.0,1.0,35.0,SALT LAKE,71763.0
350370.0,1.0,35.0,SALT LAKE,90179.0
350371.0,1.0,35.0,SALT LAKE,72461.0
350372.0,1.0,35.0,SALT LAKE,140595.0
350373.0,1.0,35.0,SALT LAKE,140595.0
350374.0,1.0,35.0,SALT LAKE,196094.0
350375.0,1.0,35.0,SALT LAKE,60625.0
350376.0,1.0,35.0,SALT LAKE,176016.0
350377.0,1.0,35.0,SALT LAKE,74500.0
350378.0,1.0,35.0,SALT LAKE,99598.0
350379.0,1.0,35.0,SALT LAKE,71000.0
350380.0,1.0,35.0,SALT LAKE,90179.0
350381.0,1.0,35.0,SALT LAKE,88424.0
350382.0,1.0,35.0,SALT LAKE,90179.0
350383.0,1.0,35.0,SALT LAKE,90179.0
350384.0,1.0,35.0,SALT LAKE,88424.0
350385.0,1.0,35.0,SALT LAKE,99821.0
350386.0,1.0,35.0,SALT LAKE,114097.0
350387.0,1.0,35.0,SALT LAKE,136250.0
350388.0,1.0,35.0,SALT LAKE,60625.0
350389.0,1.0,35.0,SALT LAKE,74500.0
350390.0,1.0,35.0,SALT LAKE,76180.0
350391.0,1.0,35.0,SALT LAKE,76119.0
350392.0,1.0,35.0,SALT LAKE,82895.0
350393.0,1.0,35.0,SALT LAKE,96129.0
350394.0,1.0,35.0,SALT LAKE,87500.0
350395.0,1.0,35.0,SALT LAKE,114097.0
350396.0,1.0,35.0,SALT LAKE,55950.0
350397.0,1.0,35.0,SALT LAKE,47188.0
350398.0,1.0,35.0,SALT LAKE,47188.0
350399.0,1.0,35.0,SALT LAKE,67159.0
350400.0,1.0,35.0,SALT LAKE,104464.0
350401.0,1.0,35.0,SALT LAKE,69498.0
350402.0,1.0,35.0,SALT LAKE,67159.0
350403.0,1.0,35.0,SALT LAKE,109508.0
350404.0,1.0,35.0,SALT LAKE,104464.0
350405.0,1.0,35.0,SALT LAKE,94746.0
350406.0,1.0,35.0,SALT LAKE,82995.0
350407.0,1.0,35.0,SALT LAKE,101956.0
350408.0,1.0,35.0,SALT LAKE,142650.0
350409.0,1.0,35.0,SALT LAKE,68400.0
350410.0,1.0,35.0,SALT LAKE,80833.0
350411.0,1.0,35.0,SALT LAKE,98578.0
350412.0,1.0,35.0,SALT LAKE,80833.0
350413.0,1.0,35.0,SALT LAKE,80833.0
350414.0,1.0,35.0,SALT LAKE,105284.0
350415.0,1.0,35.0,SALT LAKE,105284.0
350416.0,1.0,35.0,SALT LAKE,95075.0
350417.0,1.0,35.0,SALT LAKE,95075.0
350418.0,1.0,35.0,SALT LAKE,95075.0
350419.0,1.0,35.0,SALT LAKE,88403.0
350420.0,1.0,35.0,SALT LAKE,88403.0
350421.0,1.0,35.0,SALT LAKE,88403.0
350422.0,1.0,35.0,SALT LAKE,34566.0
350423.0,1.0,35.0,SALT LAKE,34566.0
350424.0,1.0,35.0,SALT LAKE,34566.0
350425.0,1.0,35.0,SALT LAKE,52841.0
350426.0,1.0,35.0,SALT LAKE,70301.0
350427.0,1.0,35.0,SALT LAKE,95075.0
350428.0,1.0,35.0,SALT LAKE,95075.0
350429.0,1.0,35.0,SALT LAKE,95075.0
350430.0,1.0,35.0,SALT LAKE,88403.0
350431.0,1.0,35.0,SALT LAKE,88403.0
350432.0,1.0,35.0,SALT LAKE,88403.0
350433.0,1.0,35.0,SALT LAKE,140377.0
350434.0,1.0,35.0,SALT LAKE,95075.0
350435.0,1.0,35.0,SALT LAKE,90580.0
350436.0,1.0,35.0,SALT LAKE,90580.0
350437.0,1.0,35.0,SALT LAKE,88403.0
350438.0,1.0,35.0,SALT LAKE,88403.0
350440.0,1.0,35.0,SALT LAKE,89605.0
350441.0,1.0,35.0,SALT LAKE,88403.0
350442.0,1.0,35.0,SALT LAKE,85294.0
350443.0,1.0,35.0,SALT LAKE,65682.0
350444.0,1.0,35.0,SALT LAKE,93199.0
350445.0,1.0,35.0,SALT LAKE,64879.0
350446.0,1.0,35.0,SALT LAKE,52841.0
350447.0,1.0,35.0,SALT LAKE,52841.0
350448.0,1.0,35.0,SALT LAKE,41576.0
350449.0,1.0,35.0,SALT LAKE,122722.0
350450.0,1.0,35.0,SALT LAKE,115840.0
350451.0,1.0,35.0,SALT LAKE,117179.0
350452.0,1.0,35.0,SALT LAKE,96771.0
350453.0,1.0,35.0,SALT LAKE,123488.0
350454.0,1.0,35.0,SALT LAKE,95127.0
350455.0,1.0,35.0,SALT LAKE,107969.0
350456.0,1.0,35.0,SALT LAKE,95127.0
350457.0,1.0,35.0,SALT LAKE,104931.0
350458.0,1.0,35.0,SALT LAKE,64638.0
350459.0,1.0,35.0,SALT LAKE,47240.0
350460.0,1.0,35.0,SALT LAKE,47240.0
350461.0,1.0,35.0,SALT LAKE,53487.0
350462.0,1.0,35.0,SALT LAKE,73413.0
350463.0,1.0,35.0,SALT LAKE,77000.0
350464.0,1.0,35.0,SALT LAKE,82978.0
350465.0,1.0,35.0,SALT LAKE,82978.0
350466.0,1.0,35.0,SALT LAKE,41576.0
350467.0,1.0,35.0,SALT LAKE,94904.0
350468.0,1.0,35.0,SALT LAKE,106575.0
350469.0,1.0,35.0,SALT LAKE,107891.0
350470.0,1.0,35.0,SALT LAKE,107891.0
350471.0,1.0,35.0,SALT LAKE,82865.0
350472.0,1.0,35.0,SALT LAKE,82648.0
350473.0,1.0,35.0,SALT LAKE,75158.0
350474.0,1.0,35.0,SALT LAKE,76985.0
350475.0,1.0,35.0,SALT LAKE,98214.0
350476.0,1.0,35.0,SALT LAKE,98214.0
350477.0,1.0,35.0,SALT LAKE,67826.0
350478.0,1.0,35.0,SALT LAKE,66652.0
350479.0,1.0,35.0,SALT LAKE,101667.0
350480.0,1.0,35.0,SALT LAKE,60525.0
350481.0,1.0,35.0,SALT LAKE,66466.0
350482.0,1.0,35.0,SALT LAKE,109108.0
350483.0,1.0,35.0,SALT LAKE,45652.0
350484.0,1.0,35.0,SALT LAKE,94016.0
350485.0,1.0,35.0,SALT LAKE,97762.0
350486.0,1.0,35.0,SALT LAKE,123549.0
350487.0,1.0,35.0,SALT LAKE,106964.0
350488.0,1.0,35.0,SALT LAKE,106964.0
350489.0,1.0,35.0,SALT LAKE,83611.0
350490.0,1.0,35.0,SALT LAKE,96875.0
350491.0,1.0,35.0,SALT LAKE,74983.0
350492.0,1.0,35.0,SALT LAKE,101667.0
350493.0,1.0,35.0,SALT LAKE,136424.0
350494.0,1.0,35.0,SALT LAKE,59022.0
350495.0,1.0,35.0,SALT LAKE,87041.0
350497.0,1.0,35.0,SALT LAKE,142650.0
350498.0,1.0,35.0,SALT LAKE,115938.0
350499.0,1.0,35.0,SALT LAKE,112227.0
350500.0,1.0,35.0,SALT LAKE,122823.0
350501.0,1.0,35.0,SALT LAKE,138214.0
350502.0,1.0,35.0,SALT LAKE,119625.0
350503.0,1.0,35.0,SALT LAKE,84485.0
350504.0,1.0,35.0,SALT LAKE,111563.0
350505.0,1.0,35.0,SALT LAKE,100039.0
350506.0,1.0,35.0,SALT LAKE,99359.0
350507.0,1.0,35.0,SALT LAKE,99359.0
350508.0,1.0,35.0,SALT LAKE,113448.0
350509.0,1.0,35.0,SALT LAKE,97328.0
350510.0,1.0,35.0,SALT LAKE,115938.0
350511.0,1.0,35.0,SALT LAKE,115752.0
350512.0,1.0,35.0,SALT LAKE,107218.0
350513.0,1.0,35.0,SALT LAKE,63451.0
350514.0,1.0,35.0,SALT LAKE,83250.0
350515.0,1.0,35.0,SALT LAKE,54866.0
350516.0,1.0,35.0,SALT LAKE,54866.0
350517.0,1.0,35.0,SALT LAKE,114069.0
350518.0,1.0,35.0,SALT LAKE,73036.0
350519.0,1.0,35.0,SALT LAKE,129294.0
350520.0,1.0,35.0,SALT LAKE,115938.0
350521.0,1.0,35.0,SALT LAKE,115938.0
350522.0,1.0,35.0,SALT LAKE,115938.0
350523.0,1.0,35.0,SALT LAKE,115938.0
350524.0,1.0,35.0,SALT LAKE,142650.0
350526.0,1.0,35.0,SALT LAKE,118693.0
350527.0,1.0,35.0,SALT LAKE,118693.0
350528.0,1.0,35.0,SALT LAKE,118693.0
350529.0,1.0,35.0,SALT LAKE,142650.0
350530.0,1.0,35.0,SALT LAKE,122134.0
350531.0,1.0,35.0,SALT LAKE,147941.0
350532.0,1.0,35.0,SALT LAKE,111279.0
350533.0,1.0,35.0,SALT LAKE,104930.0
350534.0,1.0,35.0,SALT LAKE,53125.0
350535.0,1.0,35.0,SALT LAKE,53125.0
350536.0,1.0,35.0,SALT LAKE,53125.0
350537.0,1.0,35.0,SALT LAKE,53125.0
350538.0,1.0,35.0,SALT LAKE,53125.0
350539.0,1.0,35.0,SALT LAKE,53125.0
350540.0,1.0,35.0,SALT LAKE,53125.0
350541.0,1.0,35.0,SALT LAKE,76908.0
350542.0,1.0,35.0,SALT LAKE,84425.0
350543.0,1.0,35.0,SALT LAKE,53125.0
350544.0,1.0,35.0,SALT LAKE,53125.0
350545.0,1.0,35.0,SALT LAKE,53125.0
350546.0,1.0,35.0,SALT LAKE,53125.0
350547.0,1.0,35.0,SALT LAKE,53125.0
350548.0,1.0,35.0,SALT LAKE,53125.0
350549.0,1.0,35.0,SALT LAKE,53125.0
350550.0,1.0,35.0,SALT LAKE,53125.0
350551.0,1.0,35.0,SALT LAKE,53125.0
350552.0,1.0,35.0,SALT LAKE,67500.0
350553.0,1.0,35.0,SALT LAKE,76908.0
350554.0,1.0,35.0,SALT LAKE,148045.0
350555.0,1.0,35.0,SALT LAKE,84425.0
350556.0,1.0,35.0,SALT LAKE,53125.0
350557.0,1.0,35.0,SALT LAKE,53125.0
350558.0,1.0,35.0,SALT LAKE,53125.0
350559.0,1.0,35.0,SALT LAKE,53125.0
350560.0,1.0,35.0,SALT LAKE,53125.0
350561.0,1.0,35.0,SALT LAKE,53125.0
350562.0,1.0,35.0,SALT LAKE,53209.0
350563.0,1.0,35.0,SALT LAKE,49010.0
350564.0,1.0,35.0,SALT LAKE,53125.0
350565.0,1.0,35.0,SALT LAKE,53125.0
350566.0,1.0,35.0,SALT LAKE,87330.0
350567.0,1.0,35.0,SALT LAKE,87330.0
350568.0,1.0,35.0,SALT LAKE,87330.0
350569.0,1.0,35.0,SALT LAKE,44024.0
350570.0,1.0,35.0,SALT LAKE,44024.0
350571.0,1.0,35.0,SALT LAKE,53646.0
350572.0,1.0,35.0,SALT LAKE,70000.0
350573.0,1.0,35.0,SALT LAKE,79750.0
350574.0,1.0,35.0,SALT LAKE,56738.0
350575.0,1.0,35.0,SALT LAKE,57000.0
350576.0,1.0,35.0,SALT LAKE,87330.0
350577.0,1.0,35.0,SALT LAKE,87330.0
350578.0,1.0,35.0,SALT LAKE,44024.0
350579.0,1.0,35.0,SALT LAKE,44024.0
350580.0,1.0,35.0,SALT LAKE,43910.0
350581.0,1.0,35.0,SALT LAKE,76788.0
350582.0,1.0,35.0,SALT LAKE,128942.0
350583.0,1.0,35.0,SALT LAKE,56738.0
350584.0,1.0,35.0,SALT LAKE,57000.0
350585.0,1.0,35.0,SALT LAKE,87330.0
350586.0,1.0,35.0,SALT LAKE,87330.0
350587.0,1.0,35.0,SALT LAKE,87330.0
350588.0,1.0,35.0,SALT LAKE,44024.0
350589.0,1.0,35.0,SALT LAKE,44024.0
350590.0,1.0,35.0,SALT LAKE,57407.0
350591.0,1.0,35.0,SALT LAKE,76788.0
350592.0,1.0,35.0,SALT LAKE,128942.0
350593.0,1.0,35.0,SALT LAKE,75509.0
350594.0,1.0,35.0,SALT LAKE,112500.0
350595.0,1.0,35.0,SALT LAKE,112500.0
350596.0,1.0,35.0,SALT LAKE,133913.0
350597.0,1.0,35.0,SALT LAKE,149751.0
350598.0,1.0,35.0,SALT LAKE,122526.0
350599.0,1.0,35.0,SALT LAKE,139712.0
350600.0,1.0,35.0,SALT LAKE,76901.0
350601.0,1.0,35.0,SALT LAKE,59453.0
350602.0,1.0,35.0,SALT LAKE,55410.0
350603.0,1.0,35.0,SALT LAKE,157546.0
350604.0,1.0,35.0,SALT LAKE,121016.0
350605.0,1.0,35.0,SALT LAKE,101616.0
350606.0,1.0,35.0,SALT LAKE,122578.0
350607.0,1.0,35.0,SALT LAKE,142969.0
350608.0,1.0,35.0,SALT LAKE,51328.0
350609.0,1.0,35.0,SALT LAKE,100208.0
350610.0,1.0,35.0,SALT LAKE,106902.0
350611.0,1.0,35.0,SALT LAKE,79167.0
350612.0,1.0,35.0,SALT LAKE,177841.0
350613.0,1.0,35.0,SALT LAKE,118889.0
350614.0,1.0,35.0,SALT LAKE,104881.0
350615.0,1.0,35.0,SALT LAKE,112500.0
350616.0,1.0,35.0,SALT LAKE,145436.0
350617.0,1.0,35.0,SALT LAKE,69792.0
350618.0,1.0,35.0,SALT LAKE,100208.0
350619.0,1.0,35.0,SALT LAKE,106902.0
350620.0,1.0,35.0,SALT LAKE,95266.0
350621.0,1.0,35.0,SALT LAKE,177841.0
350622.0,1.0,35.0,SALT LAKE,118889.0
350623.0,1.0,35.0,SALT LAKE,172083.0
350624.0,1.0,35.0,SALT LAKE,102348.0
350625.0,1.0,35.0,SALT LAKE,157898.0
350626.0,1.0,35.0,SALT LAKE,231707.0
350627.0,1.0,35.0,SALT LAKE,36603.0
350628.0,1.0,35.0,SALT LAKE,44024.0
350629.0,1.0,35.0,SALT LAKE,44024.0
350630.0,1.0,35.0,SALT LAKE,44024.0
350631.0,1.0,35.0,SALT LAKE,68188.0
350632.0,1.0,35.0,SALT LAKE,68188.0
350633.0,1.0,35.0,SALT LAKE,50083.0
350634.0,1.0,35.0,SALT LAKE,77746.0
350635.0,1.0,35.0,SALT LAKE,72833.0
350636.0,1.0,35.0,SALT LAKE,88750.0
350637.0,1.0,35.0,SALT LAKE,88750.0
350638.0,1.0,35.0,SALT LAKE,62054.0
350639.0,1.0,35.0,SALT LAKE,62054.0
350640.0,1.0,35.0,SALT LAKE,47500.0
350641.0,1.0,35.0,SALT LAKE,68036.0
350642.0,1.0,35.0,SALT LAKE,109219.0
350643.0,1.0,35.0,SALT LAKE,76250.0
350644.0,1.0,35.0,SALT LAKE,73637.0
350645.0,1.0,35.0,SALT LAKE,47500.0
350646.0,1.0,35.0,SALT LAKE,105102.0
350647.0,1.0,35.0,SALT LAKE,68036.0
350648.0,1.0,35.0,SALT LAKE,109219.0
350649.0,1.0,35.0,SALT LAKE,195914.0
350650.0,1.0,35.0,SALT LAKE,177605.0
350651.0,1.0,35.0,SALT LAKE,60975.0
